x, y, theta, stamp, 
0.0, 0.0, -9.326543984661908e-13, 1729891618568749794, 
0.0, 0.0, -9.2881693384489e-13, 1729891618639673855, 
0.0, 0.0, -9.217115071834874e-13, 1729891618679497202, 
0.0, 0.0, -9.2881693384489e-13, 1729891618729725434, 
0.0013731257058680058, -5.979409979772754e-05, 0.002498386692819275, 1729891618778424732, 
0.005738539155572653, -3.1927811505738646e-05, 0.0060928135209161564, 1729891618829408986, 
0.011962449178099632, 0.0003461074666120112, 0.01255160892286658, 1729891618879452701, 
0.01870371401309967, 0.000482464354718104, 0.01913100986123258, 1729891618919484222, 
0.028192589059472084, 0.0005986812175251544, 0.026545819455555748, 1729891618968640879, 
0.039854541420936584, 0.0009421956492587924, 0.03704267504757688, 1729891619019439554, 
0.05594953894615173, 0.00160484598018229, 0.05283526964997336, 1729891619079510723, 
0.06978938728570938, 0.002379677491262555, 0.06532656007073542, 1729891619128541165, 
0.08316678553819656, 0.003187684342265129, 0.0788587675195785, 1729891619178458817, 
0.09622924029827118, 0.004233154002577066, 0.09191846826515018, 1729891619228414796, 
0.11946270614862442, 0.006532938219606876, 0.11075024407134924, 1729891619319605194, 
0.151089146733284, 0.0102870874106884, 0.13971965381243726, 1729891619439164234, 
0.1784873753786087, 0.014520377852022648, 0.1664616793129253, 1729891619529482647, 
0.20864297449588776, 0.019739648327231407, 0.19685318926631154, 1729891619629417280, 
0.23568756878376007, 0.02515007182955742, 0.22298299253980022, 1729891619719546356, 
0.2712840139865875, 0.03359486162662506, 0.2603429396299199, 1729891619839925575, 
0.2973172962665558, 0.040800780057907104, 0.28794898285999576, 1729891619929777768, 
0.32681095600128174, 0.049851033836603165, 0.32345899160653335, 1729891620029508036, 
0.35299432277679443, 0.058683961629867554, 0.35816924210296164, 1729891620120555637, 
0.38142237067222595, 0.06971310824155807, 0.3937288551735912, 1729891620219706575, 
0.41219136118888855, 0.08289994299411774, 0.4350087234671594, 1729891620329763987, 
0.43985188007354736, 0.09594982117414474, 0.4764279524717923, 1729891620429465754, 
0.46400922536849976, 0.10859010368585587, 0.5108563659465808, 1729891620520566382, 
0.49458277225494385, 0.1261877566576004, 0.5523910638656917, 1729891620634535266, 
0.5200843214988708, 0.14195814728736877, 0.5933267549669989, 1729891620732524788, 
0.5434608459472656, 0.15803219377994537, 0.6341743872210386, 1729891620824435285, 
0.566347062587738, 0.17518869042396545, 0.6731834485366005, 1729891620920599707, 
0.5948196649551392, 0.19818031787872314, 0.7167834867106848, 1729891621039659312, 
0.615628719329834, 0.21643948554992676, 0.7522247833523669, 1729891621129429751, 
0.6377536654472351, 0.2375151365995407, 0.7898158146732984, 1729891621229496096, 
0.6570520401000977, 0.2570298910140991, 0.8225661239538451, 1729891621319559008, 
0.677834689617157, 0.27950790524482727, 0.8614500293345071, 1729891621419607902, 
0.6997458934783936, 0.30547112226486206, 0.9001138976033766, 1729891621529499828, 
0.7171799540519714, 0.32793664932250977, 0.9258842240723875, 1729891621624441188, 
0.7350255846977234, 0.3518577814102173, 0.9553072811180346, 1729891621721590466, 
0.7547360062599182, 0.3805069923400879, 0.990009973769809, 1729891621835344534, 
