imu_ax (m^2/s), imu_ay (m^2/s), kf_ax (m^2/s), kf_ay (m^2/s), kf_vx (m/s), kf_w (rad/s), kf_x (m), kf_y (m), stamp, 
0.024218738079071045, 0.0019590258598327637, 0.010757250682397343, -4.5722754465753855e-15, 0.0002984808735404369, -1.531848721943637e-11, -1.1939234941617475e-05, 0.0, 1731705067146386197, 
-0.005293309688568115, 0.00254136323928833, 0.0033954565400515016, 1.6520370951627395e-10, 0.0004757265669489497, 3.4726609988548734e-07, -2.029380924386518e-05, 2.7278282797467547e-13, 1731705067195323062, 
-0.016440153121948242, 0.01333707571029663, -0.005762682508026026, 2.495437068316563e-10, 8.00706716315026e-05, 3.116543195492282e-06, 1.0522464591627504e-05, 7.7008798674418e-12, 1731705067245826332, 
-0.009366273880004883, 0.004183351993560791, -0.007418435757797625, -6.067278256670087e-10, -0.00033172146564635317, 1.8290279300581612e-06, 4.692215736103255e-05, 1.223902194902744e-11, 1731705067295685003, 
-0.01677769422531128, -0.02339482307434082, -0.011637695066760129, 4.371215883545149e-05, 0.0014529235597294018, 0.0300856562912316, 0.00032130856117463006, -2.8413309100515577e-08, 1731705067355883043, 
0.3983442783355713, 0.08820682764053345, 0.17818587023304785, 0.0033133974784508497, 0.014286991865881917, 0.23191708300495473, 0.00053178089448641, 3.380387129931993e-06, 1731705067387923210, 
-1.0788304805755615, 0.8614305853843689, -0.3997890325937503, 0.04915461905351398, 0.09082002230838657, 0.5412310832363109, 0.013353544916076418, 0.00020519783921331416, 1731705067455916926, 
-0.4237574338912964, 0.33914756774902344, -0.40873364008156776, 0.08601329341646922, 0.1035140048863155, 0.8309338771206227, 0.028370086050398875, 0.0014645940971547123, 1731705067505900455, 
-0.21676582098007202, -0.06975555419921875, -0.32204850407449026, 0.014573655696088834, 0.015071261502626616, 0.9669831349916489, 0.03263941271361819, 0.0027855932283632964, 1731705067547960230, 
-0.4428021311759949, 0.03633832931518555, -0.37667289853429053, 0.008219323527522183, 0.008039313261230745, 1.022391249158001, 0.03668473264695719, 0.003695346680498727, 1731705067595683481, 
1.216064214706421, 0.4421914219856262, 0.36633223277783766, 0.14727509665945576, 0.14546229242166928, 1.0124623653842295, 0.04646742620959196, 0.007170361415458992, 1731705067646013565, 
-0.4093738794326782, -0.5312159061431885, -0.0036273537422959468, -0.07811759110487151, -0.07895400832676291, 0.9894062728464683, 0.04322830807175644, 0.00686441244834607, 1731705067755451226, 
0.23356270790100098, -0.10208451747894287, 0.1078672624617945, -0.03569867099473932, -0.03541599663251068, 1.0079815447567881, 0.03879703649049987, 0.0038478090543057363, 1731705067835443102, 
0.05874919891357422, 0.07880204916000366, 0.08775718602320336, 0.0313143221791529, 0.03110336097337138, 1.0067825855206494, 0.039457860393953374, 0.003961166046485488, 1731705068045657831, 
0.6612605452537537, -0.05659383535385132, 0.3520410562571456, 0.03211986758064131, 0.03138579481449272, 1.023388694487024, 0.04007897706483593, 0.005023567044752625, 1731705068141987496, 
-0.2865658402442932, -0.11763584613800049, 0.05507389230863846, 0.018051796591976546, 0.017777370272481018, 1.0154368343174094, 0.04082059981059812, 0.005855214516072475, 1731705068255939324, 
-0.4935590624809265, -0.21011996269226074, -0.20042939333846915, -0.02741198663719739, -0.026775854984516515, 1.0237576597665594, 0.04051016961387954, 0.005416478650143303, 1731705068345697887, 
0.3648930788040161, -0.14399605989456177, 0.06181041697500611, -0.01872063711660113, -0.017801045416870755, 1.0516594210168602, 0.03953358207112886, 0.0037824619374570104, 1731705068445743647, 
-0.11718589067459106, -0.26160764694213867, -0.022063644797271728, -0.0453020237712297, -0.038997101597699424, 1.1616766866054022, 0.0382486895895143, 0.0007255697268069611, 1731705068495847404, 
0.3072880506515503, 0.35732412338256836, 0.13800774790935327, 0.14122865272329793, 0.13309370023525396, 1.061121995058104, 0.040920533414788046, 0.007709476973328644, 1731705068655753820, 
1.3530254364013672e-05, 0.6018463969230652, 0.08045660433481461, 0.28740818360244086, 0.27747762660590186, 1.035788676434959, 0.04512648392167129, 0.029547774573591916, 1731705068745845217, 
-0.6771895885467529, 0.29272568225860596, -0.27145206304725583, 0.2444262056559448, 0.2370315612483203, 1.031196876773206, 0.046649309625476684, 0.05558380469499024, 1731705068845686629, 
1.7635546922683716, 0.765312910079956, 0.6756258788392764, 0.4061022659895634, 0.3802934034069696, 1.0678656593866145, 0.04504882356498807, 0.08647083140244491, 1731705068942504636, 
-0.5752158761024475, -0.008385837078094482, 0.08794216753993489, 0.22808315667286233, 0.22347177722231007, 1.020635175984504, 0.04068228824158814, 0.1115190670065189, 1731705069051704057, 
0.10982704162597656, 0.5388287901878357, 0.10139278278631772, 0.31283754405613506, 0.3044701431191905, 1.0274818438721887, 0.03407519622796706, 0.13795884629159882, 1731705069150960800, 
-0.02981424331665039, 0.07887399196624756, 0.035761244753262963, 0.20442746774330142, 0.20551486535852054, 0.9947089101641278, 0.025483436211925357, 0.15971722275979508, 1731705069240675234, 
0.2639634609222412, -0.2649082541465759, 0.13475200400851467, 0.07024215928703866, 0.07270224016723509, 0.9661622410184669, 0.02008590808331288, 0.16899452166668646, 1731705069345718955, 
-0.28637969493865967, -0.0376930832862854, -0.0596879067102814, 0.08228138055791613, 0.08389005862411272, 0.9808239725590774, 0.016001894520547753, 0.17574758063717646, 1731705069456031690, 
-0.07939547300338745, 0.40304696559906006, -0.06263554373244296, 0.20816036706862928, 0.2123832219914576, 0.9801168148630961, 0.005491260367781501, 0.19058494390312658, 1731705069546947404, 
0.08966803550720215, 0.07754594087600708, 0.0062563541769321135, 0.17041867725929846, 0.1756964995444502, 0.9699605723572399, -0.007469093209030205, 0.2041325273117297, 1731705069645763582, 
0.6134402751922607, 0.31954002380371094, 0.28947354909881, 0.2426646576364016, 0.240999369818721, 1.0069099260256706, -0.023021303904793476, 0.21772908166892166, 1731705069746733382, 
-0.22626495361328125, 0.13491171598434448, 0.049240156775206656, 0.22021492481450272, 0.22182526201280894, 0.992740514837245, -0.04080662116214938, 0.23043545854524702, 1731705069855983965, 
1.0064306259155273, 0.3999006152153015, 0.4942764941858003, 0.29711699348014653, 0.29824153257426567, 0.996229434966979, -0.06264975450686619, 0.24290694212474204, 1731705069946691776, 
-0.3810606002807617, 0.2604624629020691, 0.08764575127544427, 0.2916205166169223, 0.28946174493119553, 1.0074578825130758, -0.08774984819539847, 0.2541568692433562, 1731705070045681973, 
0.06215238571166992, 0.1590781807899475, 0.07414395514455148, 0.2576865449161397, 0.26098870800955737, 0.9873474867223114, -0.1129408015902835, 0.2623953724766406, 1731705070146352181, 
-0.20201027393341064, 0.2295818328857422, -0.05339549355937269, 0.26365500210286025, 0.2663256377195844, 0.9899722924176902, -0.13881893166724335, 0.26831155592046707, 1731705070255199935, 
-0.38526350259780884, 0.25226759910583496, -0.20612350837950044, 0.26467746715613505, 0.27091346992453413, 0.9769815699081476, -0.16681518529414952, 0.2720244901150447, 1731705070345813686, 
-0.18915748596191406, 0.861702024936676, -0.1895788444856012, 0.4535617005447966, 0.4389002909245634, 1.0334048756024934, -0.20695567216467486, 0.2737980189882505, 1731705070445666556, 
0.29287028312683105, 0.2671647071838379, 0.030026359678454434, 0.3504307747489534, 0.3546611214975062, 0.9880721441056443, -0.24531294528659775, 0.27049903204860887, 1731705070546457323, 
-0.054224491119384766, 0.38305068016052246, -0.008601120654114426, 0.34218145544373607, 0.36567774371166806, 0.9357459165290122, -0.2817337674324148, 0.26444709040832737, 1731705070655420768, 
-0.01861751079559326, 0.19417929649353027, -0.015138665396865173, 0.28437928561033904, 0.32582144245201017, 0.8728071531149301, -0.31512880441939956, 0.25542851425052737, 1731705070745982240, 
-0.030405163764953613, 0.7717939019203186, -0.01614261905075513, 0.4155274342144312, 0.45570960397780835, 0.9118250539101347, -0.3545892948096979, 0.24131181575347407, 1731705070845713328, 
0.9240868091583252, -0.15444886684417725, 0.409908731245444, 0.22987818495859788, 0.28265188756783277, 0.8132908183867341, -0.382576621546326, 0.22703296168858184, 1731705070956322607, 
