e, e_dot, e_int, stamp, 
2.2408050170654232, 0.0, 0.4481610034130847, 1732917962830338433, 
2.2408050170654232, 0.0, 0.4481610034130847, 1732917962990280293, 
2.2408050170654232, 0.0, 0.4481610034130847, 1732917963081154195, 
2.2408050170654232, 0.0, 0.4481610034130847, 1732917963130176022, 
2.240420691909622, -0.0012810838526711166, 0.44813538173603124, 1732917963280204906, 
2.2318332255652504, -0.029905971667242664, 0.44753726230268637, 1732917963390187147, 
2.2255970319847678, -0.049412199749513754, 0.4465233966306427, 1732917963440172132, 
2.2175228006539656, -0.047701416370949566, 0.44499687054693227, 1732917963530150567, 
2.207851600932143, -0.05915143684208276, 0.44339809557139176, 1732917963630130672, 
2.192629937944504, -0.08297620903153853, 0.4412002893020408, 1732917963785406402, 
2.1830648934929493, -0.08262235813064549, 0.4389030954913064, 1732917963883149575, 
2.1782252241843474, -0.04801571253385539, 0.43692800370812, 1732917963933166630, 
2.1633723825154085, -0.06564170325846923, 0.434977500012847, 1732917964094722171, 
2.1549932203970354, -0.07744001262437313, 0.433106055139786, 1732917964186418711, 
2.1504233449035297, -0.04316345870626274, 0.4312525965210649, 1732917964236166802, 
2.14112413841303, -0.04623027328001831, 0.429769380247573, 1732917964334159784, 
2.1264140253085415, -0.08003106531662733, 0.42786410057500673, 1732917964494290440, 
2.1183157267081327, -0.07602803901632409, 0.4257235926953136, 1732917964586193056, 
2.109950928520819, -0.05487698929240873, 0.4236453787024995, 1732917964685159710, 
2.106153385151586, -0.04054113852182203, 0.4222946693587025, 1732917964735189989, 
2.094675214262476, -0.050919047527810214, 0.4207186351956587, 1732917964875398497, 
2.086114375143795, -0.0667967000259706, 0.4191295316371904, 1732917964985949854, 
2.0782294637018577, -0.054819168535393814, 0.4172679368738752, 1732917965080565214, 
2.0742309719113208, -0.039611344108247216, 0.4159049873837983, 1732917965130322891, 
2.062551498482175, -0.05225988406560855, 0.4143341289396903, 1732917965281249604, 
2.05770760345861, -0.0550778948423695, 0.41296600492347374, 1732917965340492926, 
2.050463266999951, -0.04029410494074644, 0.4113814912627158, 1732917965440830823, 
2.0438200144715855, -0.04629196329008156, 0.41013272566200976, 1732917965530550455, 
2.0367523744719227, -0.04570297509342828, 0.40873571039623063, 1732917965630323977, 
2.030556884679879, -0.044210432639021725, 0.4074086182415591, 1732917965720275677, 
2.0223616198632417, -0.047969182028936665, 0.4059780586010029, 1732917965841288235, 
2.0164987629708757, -0.04686040569667741, 0.40462781783426643, 1732917965930313495, 
2.00661745006009, -0.052480566010505804, 0.4030318555262805, 1732917966090634602, 
2.0047194225109863, -0.03926446819963125, 0.40185570903613005, 1732917966120117085, 
1.997417646334181, -0.030666012419696315, 0.40058363459368385, 1732917966241621960, 
1.9923534882540825, -0.041219780856346, 0.39963270380661664, 1732917966330643950, 
1.986613922952199, -0.036012411273273294, 0.3984256705026975, 1732917966430230768, 
1.9804832114928999, -0.03956758920394229, 0.39729670817994545, 1732917966540153059, 
1.9757099097946933, -0.036346710525019255, 0.39618713628265284, 1732917966636212430, 
1.9712051313298016, -0.030926933876994262, 0.3951598835078263, 1732917966730246522, 
1.9660219082340094, -0.03229333853561315, 0.39419579662390025, 1732917966830483741, 
1.9585621018348256, -0.042143431649919925, 0.39305260942657577, 1732917966990192203, 
1.9564321090624868, -0.031965997238408615, 0.39206774127542143, 1732917967036216464, 
1.9524198042822865, -0.02047432517513048, 0.3911609343453065, 1732917967130190506, 
1.9481355375639562, -0.027655238328435267, 0.39046583006058194, 1732917967230259761, 
1.941328463093872, -0.03697113729471457, 0.389458920329341, 1732917967390326249, 
1.9392560797249878, -0.029598192796561246, 0.3885813386921877, 1732917967436213799, 
1.935524687423914, -0.01934591889986015, 0.38774061534951826, 1732917967530183542, 
1.9317428248183375, -0.025044183022167783, 0.387101572797816, 1732917967631279375, 
1.9272766704478506, -0.02749338992021159, 0.3863029455126734, 1732917967740632018, 
1.9236357759727627, -0.027023496151915943, 0.38551035141593004, 1732917967836219948, 
1.9201298785673189, -0.023822639601772295, 0.38473615499919545, 1732917967930236515, 
1.9164029340359692, -0.02410947312264507, 0.38401123923840336, 1732917968031452556, 
1.910598739453889, -0.03177046371143281, 0.38314210347047845, 1732917968191426999, 
1.9073967117252533, -0.030020741035719684, 0.38229322568100743, 1732917968280191046, 
1.9058241400628293, -0.015915331303532437, 0.38158797274946477, 1732917968330214270, 
1.9002195431253495, -0.023923895333012684, 0.38089602632756214, 1732917968491339022, 
1.8967266236329663, -0.03032505476621002, 0.3801846871214097, 1732917968591219378, 
1.8937997308963017, -0.021399374096825834, 0.3793830598436411, 1732917968680180599, 
1.8919867325967492, -0.01579963678739027, 0.3788342058084011, 1732917968730209365, 
1.8886424637483539, -0.017190890493159472, 0.37829526181609363, 1732917968831255983, 
1.8834156392084516, -0.028570311294325485, 0.37760298903690365, 1732917968991240622, 
1.8805160202889823, -0.027088144864571746, 0.3768382748830525, 1732917969080240362, 
1.8789170393694135, -0.014995332796793695, 0.37618991325778983, 1732917969130202974, 
1.8736860706293654, -0.022766498865389728, 0.37554127535251747, 1732917969290717798, 
1.8707100151352565, -0.027356747447189928, 0.37488754167560234, 1732917969388403868, 
1.8680009363866237, -0.018950447475805838, 0.3741598014767497, 1732917969480209825, 
1.8663537645445043, -0.014520835302507251, 0.3736709810710923, 1732917969530208823, 
1.863205355394769, -0.015985269972849103, 0.3731706704217264, 1732917969627998842, 
1.8578957449727893, -0.028193398572383305, 0.3724969909941375, 1732917969788642628, 
1.8551180964143312, -0.02695752993479239, 0.37174794645212594, 1732917969880239584, 
1.8533937528409365, -0.015006640439509203, 0.3710938396152038, 1732917969930212770, 
1.8486781240542427, -0.021466574533628435, 0.37047933155396734, 1732917970090159450, 
1.8457012217745972, -0.02564177022113127, 0.3698515399113184, 1732917970188472962, 
1.8425810882163338, -0.020323452793029606, 0.3691306956030116, 1732917970280222632, 
1.841224533338714, -0.014922294786277046, 0.3686337895553097, 1732917970330216744, 
1.8379607236246776, -0.015401215305520891, 0.368117756345315, 1732917970428300223, 
1.8330208809494999, -0.027345507964047222, 0.3674804091941927, 1732917970589252196, 
1.829982325225575, -0.026594661330342124, 0.3667309286533168, 1732917970681239313, 
1.828363071120567, -0.015526032763109784, 0.3660910851530428, 1732917970730257164, 
1.823038812636995, -0.02314504196193316, 0.3654256139322091, 1732917970890534053, 
1.8216419609663652, -0.02240370051400579, 0.36486958964826177, 1732917970941796535, 
1.8169404228407366, -0.02032796598752773, 0.3641080797629398, 1732917971081223735, 
1.81518751447764, -0.021514821629084285, 0.3635846598856495, 1732917971130230654, 
1.8099511081622908, -0.023297715594819596, 0.36280526969871113, 1732917971292124643, 
1.8065238036472548, -0.028879036101283617, 0.36211082841914566, 1732917971389368323, 
1.803419240374765, -0.0217728926250856, 0.36132627681228735, 1732917971482228134, 
1.801860248820195, -0.015545182756866449, 0.360786886189481, 1732917971532231244, 
1.79733278692796, -0.020288178156016762, 0.36017415174152795, 1732917971679688403, 
1.7936433089565826, -0.027389799545374238, 0.35952242298031584, 1732917971789339361, 
1.790500691913294, -0.022773650048886946, 0.35876511918652243, 1732917971882232390, 
1.7890173554464845, -0.015419845033660303, 0.3582107570877574, 1732917971932257566, 
