imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.0, 0.0, -1.966294830830765e-11, 1732917362219448945, 
0.0, 0.0, -2.011769664383044e-11, 1732917362288048997, 
0.0, 0.0, -2.0458757895472534e-11, 1732917362328880968, 
0.0, 0.0, -2.0799819147114625e-11, 1732917362379299461, 
0.0, 0.0, -2.114088039875672e-11, 1732917362428817908, 
0.0, 0.0, -2.1607315821547307e-11, 1732917362478838365, 
0.0, 0.0, -2.228943832305475e-11, 1732917362528875525, 
0.0, 0.0, -2.2971560824562187e-11, 1732917362568923273, 
0.0, 0.0, -2.3653683326069625e-11, 1732917362618075133, 
0.0, 0.0, -2.4563179994746208e-11, 1732917362688180796, 
0.0, 0.0, -2.5245302496253647e-11, 1732917362728887390, 
0.0, 0.0, -2.5927424997761085e-11, 1732917362779878107, 
0.0, 0.0, -2.6609547499268523e-11, 1732917362828822434, 
0.0, 0.0, -2.729167000077596e-11, 1732917362878387693, 
0.0, 0.0, -2.8655915003790838e-11, 1732917362968946905, 
0.0, 0.0, -3.015382368990434e-11, 1732917363089487458, 
0.0, 0.0, -3.083309155222449e-11, 1732917363179888066, 
0.0, 0.0, -3.1515214001426054e-11, 1732917363278835365, 
0.0, 0.0, -3.219733645062762e-11, 1732917363368967608, 
0.0, 0.0, -3.287945889982918e-11, 1732917363468908830, 
0.0, 0.0, -3.367526842389767e-11, 1732917363578877608, 
0.0, 0.0, -3.4357390873099234e-11, 1732917363678839053, 
0.0, 0.0, -3.50395133223008e-11, 1732917363768966082, 
0.0, 0.0, -3.5721635771502356e-11, 1732917363868783563, 
0.0, 0.0, -3.651744529557085e-11, 1732917363978880645, 
0.0, 0.0, -3.719956774477241e-11, 1732917364078877120, 
0.0, 0.0, -3.788169019397397e-11, 1732917364168974257, 
0.0, 0.0, -3.867749971804246e-11, 1732917364288924903, 
0.0, 0.0, -3.9359622167244024e-11, 1732917364378979930, 
0.0, 0.0, -4.004174461644559e-11, 1732917364478869652, 
0.0, 0.0, -4.072386706564715e-11, 1732917364569185195, 
0.0, 0.0, -4.1405989514848717e-11, 1732917364668948578, 
0.0, 0.0, -4.2201799038917205e-11, 1732917364778966737, 
0.0, 0.0, -4.288392148811877e-11, 1732917364878924227, 
0.0, 0.0, -4.3566043937320326e-11, 1732917364969986577, 
0.0, 0.0, -4.424816638652189e-11, 1732917365068044552, 
0.0, 0.0, -4.504397591059038e-11, 1732917365178898030, 
0.0, 0.0, -4.572609835979194e-11, 1732917365278858181, 
0.0, 0.0, -4.6408220808993507e-11, 1732917365369002623, 
0.0, 0.0, -4.709034325819507e-11, 1732917365468135313, 
0.0, 0.0, -4.788615278226356e-11, 1732917365578006727, 
0.0, 0.0, -4.856827523146512e-11, 1732917365678889462, 
0.0, 0.0, -4.925039768066669e-11, 1732917365769900813, 
0.0, 0.0, -5.0046207204735175e-11, 1732917365889064067, 
0.0, 0.0, -5.048522230593644e-11, 1732917365981095014, 
0.0, 0.0, -4.976371487243648e-11, 1732917366073893257, 
0.0, 0.0, -4.9081592487557205e-11, 1732917366169006018, 
0.0, 0.0, -4.839947010267792e-11, 1732917366268822586, 
0.0, 0.0, -4.7603660653652094e-11, 1732917366377995833, 
0.0, 0.0, -4.692153826877282e-11, 1732917366478915132, 
0.0, 0.0, -4.6239415883893535e-11, 1732917366569908907, 
0.0, 0.0, -4.659164956357195e-11, 1732917366684913079, 
0.0, 0.0, -4.730540839441397e-11, 1732917366782922065, 
0.0, 0.0, -4.757724776777829e-11, 1732917366878909037, 
0.0, 0.0, -4.78966891234358e-11, 1732917366972912712, 
0.0, 0.0, -4.827989884323988e-11, 1732917367085652840, 
