x, y, th, stamp, 
-1.4871222816419762, -0.49999462791961324, -8.837250862336975e-06, 7718000000, 
-1.4871349619905505, -0.4999946328461684, -8.959440920975197e-06, 7752000000, 
-1.4871479302628483, -0.49999463696515445, -9.105945773165076e-06, 7786000000, 
-1.4862473130530856, -0.49999392510595814, 0.0015889849581698784, 7820000000, 
-1.4847856185915078, -0.4999867875566774, 0.009993755456259445, 7854000000, 
-1.4827701234213349, -0.4999503735892504, 0.028268539759766082, 7888000000, 
-1.4801861230586595, -0.4998456635958344, 0.05333898460454841, 7922000000, 
-1.4770389101313868, -0.49962896889722336, 0.08421009932035832, 7956000000, 
-1.4737371112021416, -0.4992877160552603, 0.12019374215764358, 7990000000, 
-1.470447310170097, -0.49882580739246196, 0.15524331371595615, 8024000000, 
-1.467171862642711, -0.49825217398883787, 0.18785500299051014, 8058000000, 
-1.4639179242935387, -0.4975700577448675, 0.22157589782010043, 8092000000, 
-1.4606908625839823, -0.49677477181305674, 0.25638172201883896, 8126000000, 
-1.457493441158255, -0.49586398832708817, 0.2902946679115641, 8160000000, 
-1.4543293312106682, -0.4948508772541845, 0.3238032594459944, 8194000000, 
-1.4512044401996431, -0.493738261366513, 0.35800050649406195, 8228000000, 
-1.4481170115349862, -0.49251602428422325, 0.3923321327187931, 8262000000, 
-1.4450726828543383, -0.4911887617088347, 0.4261408930066267, 8296000000, 
-1.4420749055012572, -0.4897571980689461, 0.4599795554336231, 8330000000, 
-1.4391274284950608, -0.488221893183225, 0.4941008852897026, 8364000000, 
-1.4362329315727684, -0.48658561644085496, 0.5281324127340509, 8398000000, 
-1.433395225955013, -0.48485098852798536, 0.5620268829576694, 8432000000, 
-1.4306172133364548, -0.4830191982541293, 0.5960059506585289, 8466000000, 
-1.4278814257145604, -0.4810693499079782, 0.6300809623940719, 8500000000, 
-1.425100224270684, -0.4789440620329479, 0.6657184571157371, 8534000000, 
-1.4223658032098174, -0.47668896335094546, 0.7032401172425117, 8568000000, 
-1.419789137275386, -0.4744268864053936, 0.739569198633479, 8602000000, 
-1.417371575866704, -0.4721327070238599, 0.772688607457823, 8636000000, 
-1.4150268366104468, -0.46975926121465733, 0.8056152695065928, 8670000000, 
-1.412760036230452, -0.4673054648090804, 0.8402939633552616, 8704000000, 
-1.4105711824388862, -0.46478148962155247, 0.8746408745167665, 8738000000, 
-1.4084613383655908, -0.46218548680773897, 0.9082250230690798, 8772000000, 
-1.4064474488959462, -0.459517491423337, 0.942238123226811, 8806000000, 
-1.4045340844917704, -0.4567808122945628, 0.9764489249988579, 8840000000, 
-1.4027178101019901, -0.45398000228496754, 1.010352873596625, 8874000000, 
-1.4009987509964779, -0.4511180658634667, 1.0442262148976726, 8908000000, 
-1.399381346056116, -0.4481981695853305, 1.0782754758188047, 8942000000, 
-1.397865046390836, -0.4452238697656516, 1.1122403450303844, 8976000000, 
-1.3964393955045364, -0.4421986004697497, 1.1460496807426737, 9010000000, 
-1.395108945794663, -0.4391250123696248, 1.1800780667985646, 9044000000, 
-1.393891471293064, -0.43600918705678265, 1.2142064067170386, 9078000000, 
-1.392778048321571, -0.43285550010796453, 1.2481030305202458, 9112000000, 
-1.3917711206695185, -0.42966589707171166, 1.282020806613317, 9146000000, 
-1.3908723908850247, -0.4264439643549253, 1.316067841516961, 9180000000, 
-1.3900829294224013, -0.42319305162084236, 1.3500709805545807, 9214000000, 
-1.389403422891561, -0.4199168851346239, 1.3840142591937645, 9248000000, 
-1.3888346726874043, -0.4166193859566042, 1.4179969329228284, 9282000000, 
-1.3883774618170939, -0.41330427436187445, 1.4520035299408502, 9316000000, 
-1.3880323041885048, -0.40997524828460513, 1.485983712918172, 9350000000, 
-1.3877936256876393, -0.40665956191588765, 1.5199790399796074, 9384000000, 
-1.3876771694971077, -0.4034287961063509, 1.555033744993318, 9418000000, 
-1.3876764801764976, -0.4002235573668787, 1.5913136918375501, 9452000000, 
-1.3877643881171366, -0.39700256871684897, 1.6269538525943616, 9486000000, 
-1.3879968550076538, -0.393732741636261, 1.6617818643079514, 9520000000, 
-1.3883480030387085, -0.3904267928419206, 1.696092559294118, 9554000000, 
-1.3888066503666021, -0.38716049503188255, 1.730281060974751, 9588000000, 
-1.3893850466635485, -0.38387194774351935, 1.7647622675393784, 9622000000, 
-1.3900755865218608, -0.3806080102728052, 1.7988527411433168, 9656000000, 
-1.3908812472275072, -0.3773512995403635, 1.832704969568293, 9690000000, 
-1.391799456906291, -0.37411424447184716, 1.8664240269771752, 9724000000, 
-1.3928282753732624, -0.3709049807269537, 1.9000671172153665, 9758000000, 
-1.3939660677486687, -0.3677292508784166, 1.9336602612943332, 9792000000, 
-1.3952114186549378, -0.3645913264278859, 1.967211310703633, 9826000000, 
-1.3965558891446233, -0.3615119750259457, 2.000723188092605, 9860000000, 
-1.3979811225713492, -0.35852284173010723, 2.034875157317092, 9894000000, 
-1.3994977703391698, -0.35560651143393746, 2.0696180105987922, 9928000000, 
-1.4011085367399017, -0.3527575483165754, 2.1044017386270286, 9962000000, 
-1.4028233266096746, -0.3499567453495165, 2.1390254604148553, 9996000000, 
-1.4046583996394768, -0.3471853464730174, 2.173230639566473, 10030000000, 
-1.4065901686265674, -0.3444735654555497, 2.2069530451645276, 10064000000, 
-1.4086123563409545, -0.3418298331787958, 2.2408952866149034, 10098000000, 
-1.4107240433178683, -0.3392568854185017, 2.2750486219256967, 10132000000, 
-1.412923126022163, -0.33675736848064425, 2.30901651888555, 10166000000, 
-1.4151867020490576, -0.33434757753359057, 2.3428488516936103, 10200000000, 
-1.4153838037461006, -0.33357360256480223, 2.376300327704565, 10234000000, 
-1.4133596185477773, -0.33440222094363503, 2.4088164055390084, 10268000000, 
-1.4127336910375465, -0.3350996732525625, 2.438374408977587, 10302000000, 
-1.4121290034082559, -0.33597013193139913, 2.4660338995370354, 10336000000, 
-1.4114365444206847, -0.33687099270387716, 2.491991111703437, 10370000000, 
-1.411049571586376, -0.33738373779560676, 2.5164364970082214, 10404000000, 
-1.410560643592695, -0.33784479979656934, 2.5394618477865043, 10438000000, 
-1.4101743760709595, -0.338088860315862, 2.5610889894047215, 10472000000, 
-1.4096456511127486, -0.33891398198552586, 2.58172429553927, 10506000000, 
-1.4096237880181355, -0.33911999620998373, 2.6015944647313787, 10540000000, 
-1.4099077508694469, -0.3391568740068309, 2.6207112873832568, 10574000000, 
-1.41026821077802, -0.339371625547538, 2.6389075135775824, 10608000000, 
-1.4104835905789883, -0.3396660164653183, 2.6561673797111034, 10642000000, 
-1.410770231089264, -0.33977144924768055, 2.672646322775446, 10676000000, 
-1.4109241813703044, -0.33981900049535113, 2.6885578263889185, 10710000000, 
-1.411460958116446, -0.3410734227126654, 2.7040319790800424, 10744000000, 
-1.412843439195176, -0.34095662572199137, 2.718594303369951, 10778000000, 
-1.413188410137684, -0.3408274566894077, 2.7323957802650303, 10812000000, 
-1.4137182419994136, -0.3409271970765313, 2.7456530943026913, 10846000000, 
-1.4142886673833983, -0.34113305200230903, 2.7581395391405383, 10880000000, 
-1.415071752725566, -0.34162560811866743, 2.7697670734072073, 10914000000, 
-1.416101264973912, -0.3424796385857718, 2.7811616662353895, 10948000000, 
