imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.0002626776695251465, -0.014202654361724854, -0.00017502137404059096, 1.172807824250682e-13, -2.912169285201182e-06, -4.0272652768180706e-08, 2.912169285201181e-07, 0.0, 1731704642338787878, 
0.003498375415802002, 0.007502615451812744, 0.002119716110912617, -2.705842872273894e-12, 3.2406599717842255e-05, -8.349666104537729e-08, -3.2406901868069254e-06, 2.1228547535148898e-15, 1731704642388661212, 
-0.0017198920249938965, -0.004910111427307129, -0.0002584334192961956, -8.41039505889689e-12, 5.206438541613314e-05, -1.6153835278521832e-07, -5.2064277588451076e-06, 1.2123345309053353e-14, 1731704642439587980, 
0.014380037784576416, -0.010162174701690674, 0.008785508329344988, -7.702606633647374e-11, 0.00016426551625099207, -4.689119670057869e-07, -1.642637668423547e-05, -1.3269839033481239e-15, 1731704642488542710, 
-0.014448463916778564, -0.010028421878814697, -0.005577433817398092, -1.9047601250726755e-10, 0.0001527061987811522, -1.247336480297335e-06, -1.526997469255773e-05, -1.988408583876239e-13, 1731704642538195911, 
-0.000171661376953125, 0.003496825695037842, -0.0022340442794114078, 1.6180340216278868e-11, -9.741408286652786e-05, -1.6609857363691859e-07, 9.741617300421825e-06, -3.2963132485226166e-12, 1731704642604512655, 
0.001329183578491211, 0.00024199485778808594, -2.9684083804030863e-05, 6.6091448532850325e-12, -8.471818814053775e-05, -7.80132932295627e-08, 8.472023808312854e-06, -2.92456139089859e-12, 1731704642633500465, 
1.3963357210159302, -0.21651625633239746, 0.8624977099944455, 1.656918059916604e-07, 0.014654281345466322, 1.1306716589204929e-05, -0.0014654262404368884, 2.3354011229894464e-10, 1731704642743719142, 
0.9284693598747253, 0.03360944986343384, 0.9021970532205636, 1.22668500973588e-05, 0.03974088380820404, 0.00030867079244036467, -0.003875070715745976, 1.036705181341575e-08, 1731704642793499352, 
1.248784065246582, -0.23876327276229858, 1.1161526261199013, -0.05629011819743826, 0.1260069991485304, -0.446722154942254, -0.0007330654475309879, -4.7745532076008935e-05, 1731704642983987602, 
0.6198872923851013, -1.1912769079208374, 0.8133546624022432, -0.40230496691948514, 0.4526583701062668, -0.8887606934674364, 0.025929086044277735, -0.0007795180976804753, 1731704643093792457, 
