x, y, theta, stamp, 
-1.7763568394002505e-15, 0.0, -3.154734210465662e-11, 1729892722087534968, 
-1.7763568394002505e-15, 0.0, -3.291158840669712e-11, 1729892722137971562, 
-1.7763568394002505e-15, 0.0, -3.4730583476084454e-11, 1729892722197423362, 
0.001586855505593121, 0.00011794728197855875, 0.002611642052244067, 1729892722248013416, 
0.005768117494881153, 0.00026875457842834294, 0.008690834971723899, 1729892722298956893, 
0.011095412075519562, 5.2563613280653954e-05, 0.014156588029521413, 1729892722338010591, 
0.019129585474729538, 0.00034240109380334616, 0.02316097184424734, 1729892722387958232, 
0.02875751256942749, 0.0007832841365598142, 0.036750874668522414, 1729892722437931935, 
0.040255848318338394, 0.0012667691335082054, 0.051866921623535504, 1729892722487966617, 
0.05714798718690872, 0.002192731946706772, 0.07138612971228765, 1729892722547398807, 
0.07281819730997086, 0.0032074113842099905, 0.09124867272298354, 1729892722598001768, 
0.08927097916603088, 0.004725637845695019, 0.11016577788237948, 1729892722647971228, 
0.10479874908924103, 0.006450632121413946, 0.1284407402001239, 1729892722699087797, 
0.13127270340919495, 0.00983374658972025, 0.1641371094279882, 1729892722787952079, 
0.1461499035358429, 0.012370343320071697, 0.18277775941091137, 1729892722837961909, 
0.19416765868663788, 0.022201642394065857, 0.24794462972171902, 1729892722997323672, 
0.2224319726228714, 0.02967018447816372, 0.29726064588941076, 1729892723093971177, 
0.23527096211910248, 0.0336037203669548, 0.32025572989872275, 1729892723138124837, 
0.2641419470310211, 0.04347066208720207, 0.371124269495764, 1729892723237400777, 
0.3095223903656006, 0.062376718968153, 0.44595763149919454, 1729892723398144348, 
0.33589375019073486, 0.0754331573843956, 0.49270384016371777, 1729892723493980060, 
0.3608318567276001, 0.08912630379199982, 0.5379025373751181, 1729892723587976396, 
0.37390783429145813, 0.09678222984075546, 0.5628384644585546, 1729892723637942016, 
0.4097183644771576, 0.12046422809362411, 0.6330283291661477, 1729892723778016130, 
0.4379620850086212, 0.14185422658920288, 0.6882507553098922, 1729892723893981705, 
0.4601733982563019, 0.16003678739070892, 0.7254686575933684, 1729892723987977575, 
0.47154876589775085, 0.1701679229736328, 0.7459755130475576, 1729892724037949835, 
0.5068613290786743, 0.20420266687870026, 0.8119952417411264, 1729892724197783005, 
0.5265184044837952, 0.22526246309280396, 0.8481223025847741, 1729892724294026754, 
0.5453451871871948, 0.24691367149353027, 0.881006881455671, 1729892724387975302, 
0.5550747513771057, 0.2589620351791382, 0.8948068567640693, 1729892724437955266, 
0.5846299529075623, 0.29733696579933167, 0.9334784056558529, 1729892724597163865, 
0.6021180748939514, 0.3210908770561218, 0.9541910000872583, 1729892724694987218, 
0.6186115741729736, 0.3447275459766388, 0.9715033297668988, 1729892724787992441, 
0.6271633505821228, 0.3575766086578369, 0.9782243290762098, 1729892724837960339, 
0.6506987810134888, 0.3927513062953949, 0.9874439883768095, 1729892724977427783, 
0.6705474257469177, 0.4220268130302429, 0.9898458812463454, 1729892725095038517, 
0.6865706443786621, 0.4460388720035553, 0.9893668439176074, 1729892725189084962, 
0.7033421397209167, 0.4710991680622101, 0.9815018585307095, 1729892725288996430, 
0.7186148166656494, 0.4936756193637848, 0.9750753917942792, 1729892725378144194, 
0.7388213872909546, 0.522942841053009, 0.9656259699168143, 1729892725494997543, 
0.7550908923149109, 0.5463178157806396, 0.9527717021384691, 1729892725587996773, 
0.7642159461975098, 0.5586966872215271, 0.943041953447822, 1729892725637986880, 
0.793192982673645, 0.5967780351638794, 0.9104148684325702, 1729892725797200359, 
0.8119657039642334, 0.6201748251914978, 0.8888920361303154, 1729892725896052404, 
0.829799234867096, 0.641366183757782, 0.8674567626466864, 1729892725988196971, 
0.839683473110199, 0.6529796123504639, 0.8521061322066273, 1729892726037974250, 
0.8725558519363403, 0.6884873509407043, 0.8119003163878039, 1729892726197227660, 
0.8930485844612122, 0.709648609161377, 0.786288852713897, 1729892726294998942, 
0.9133404493331909, 0.7295163869857788, 0.7575444071352577, 1729892726387996964, 
0.9246599078178406, 0.7400057315826416, 0.7395722956713003, 1729892726437984639, 
0.9610360264778137, 0.7718251943588257, 0.6929084610046923, 1729892726597613316, 
0.9843915700912476, 0.7908204197883606, 0.6625085766714801, 1729892726696032322, 
1.0064854621887207, 0.80768883228302, 0.6293509837061885, 1729892726788025475, 
1.0188543796539307, 0.8163986206054688, 0.610338084156181, 1729892726838979960, 
1.054429054260254, 0.84033203125, 0.5628957050763246, 1729892726979092592, 
1.085098147392273, 0.8588690757751465, 0.5204760765617044, 1729892727095222720, 
1.1098780632019043, 0.872448742389679, 0.4872734823428655, 1729892727188011943, 
1.122962236404419, 0.8795399069786072, 0.4682895525264817, 1729892727238222205, 
1.1500356197357178, 0.892681360244751, 0.4343950343637084, 1729892727336218376, 
1.1947346925735474, 0.9120880961418152, 0.381404554201843, 1729892727497067418, 
1.220224380493164, 0.9218476414680481, 0.35125585057847475, 1729892727588022233, 
1.234251856803894, 0.9269801378250122, 0.33371643882420154, 1729892727638443065, 
1.2746371030807495, 0.9400012493133545, 0.2904482081741222, 1729892727777564844, 
1.309056043624878, 0.9496783018112183, 0.2531583259522453, 1729892727897008779, 
1.3365048170089722, 0.9563510417938232, 0.22553717257003003, 1729892727989027278, 
1.3511171340942383, 0.9596057534217834, 0.211510073999909, 1729892728040006507, 
1.3922163248062134, 0.9676027297973633, 0.1745719607841317, 1729892728179251825, 
1.4278067350387573, 0.9732175469398499, 0.146770483614215, 1729892728297077883, 
1.4553992748260498, 0.9768993854522705, 0.1268942510452929, 1729892728390044064, 
1.4704066514968872, 0.9787525534629822, 0.11649273331782221, 1729892728441008806, 
1.5185883045196533, 0.9830202460289001, 0.08743116805789022, 1729892728601032505, 
1.5490134954452515, 0.9851664900779724, 0.07423059798948033, 1729892728698030585, 
1.5761687755584717, 0.9868709444999695, 0.06200873547611772, 1729892728789016234, 
1.5913113355636597, 0.987587034702301, 0.05641133265370232, 1729892728838011589, 
1.633446455001831, 0.9889503121376038, 0.03607039484299844, 1729892728978251636, 
1.6695096492767334, 0.9896555542945862, 0.02613679578621642, 1729892729098090606, 
1.697180986404419, 0.989987850189209, 0.018070783458194416, 1729892729189048898, 
1.712098479270935, 0.9898844957351685, 0.014089648781001152, 1729892729238018006, 
