imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.021523475646972656, -0.008038640022277832, -0.017930016948725057, -3.4894622516362053e-15, -0.00014910617005176773, 2.3402534250760443e-11, 3.7276542512941905e-05, 0.0, 1731705511449901921, 
0.021582186222076416, -0.006409287452697754, 0.012468746740578917, -1.8953070853505657e-10, -0.0002578094447212298, 7.351581271198065e-07, 4.507954011773432e-05, -1.3700129163184734e-13, 1731705511509639272, 
0.00894308090209961, 0.0186653733253479, 0.009764810614846261, -7.569831294473374e-10, 0.00021549778340352135, -3.5127188664854167e-06, -3.180762150881377e-06, -1.6364348261536246e-13, 1731705511538255703, 
0.025025665760040283, 0.00779569149017334, 0.021441481527186446, 1.6044715391118326e-10, 0.000346772969285909, 4.6268644941266186e-07, -1.7161939984345708e-05, 1.6320049554188832e-13, 1731705511609593563, 
0.023119986057281494, 0.004082679748535156, 0.02271526684658234, 7.039710272077218e-10, 0.0005904062552104126, 1.1923502181677196e-06, -4.171879350962298e-05, 3.4287163355774794e-12, 1731705511649343393, 
0.027906715869903564, -0.01199042797088623, 0.026676512557538525, 4.909395738934614e-08, 0.0006993511494456845, 7.019929462939854e-05, -5.182356586921059e-05, 3.936939164020409e-11, 1731705511702487946, 
0.018185079097747803, -0.0007352232933044434, 0.020163930705439634, -1.6121635081025496e-06, 0.001157268813148126, -0.0013930760855094422, -4.4482362731126574e-05, -8.181488450692636e-10, 1731705511745403927, 
0.8389981389045715, -0.52081298828125, 0.647105109906184, -0.006696337337956989, 0.03162315385099146, -0.2117542535292394, 0.00046533022218207614, -2.2399496284602253e-07, 1731705511812889581, 
0.5329967141151428, -0.5136197805404663, 0.5600561721341383, -0.06490719199636164, 0.14722931775474368, -0.4408577923622848, 0.00524874962422084, -3.4555760285602104e-05, 1731705511845403417, 
0.684470534324646, -0.7305994629859924, 0.6560590879222086, -0.2898177818750203, 0.3348071376987036, -0.8656260552480523, 0.0237558453256968, -0.0007001667376075234, 1731705512005664324, 
