e, e_dot, e_int,stamp, 
1.3999384186247057,-0.001427514, 0.6360552035841731, 1729888656493409723,
1.3930452639494468,-0.00211683, 0.6341693412572206, 1729888656544122149,
1.3847694904813859,-0.002944407, 0.6327686453453392, 1729888656594129994,
1.3659975510673723,-0.004821601, 0.6859450061741559, 1729888656644061027,
1.3404257404780193,-0.007378782,0.780602029, 1729888656683265191,
1.3178498538517978,-0.009636349, 0.8432471266351885, 1729888656734996853,
1.2928757788109888,-0.011996121, 0.8779374542200874, 1729888656803679710,
1.2646158298167565,-0.014572846, 0.9362097063665981, 1729888656844024132,
1.228385094017641,-0.01770741, 1.0045936693334305, 1729888656894088231,
1.1950311701646539,-0.020490725, 1.0546524531645747, 1729888656944069714,
1.1611557777131967,-0.023188949, 1.1002069649910626, 1729888656994120881,
1.129183138245601,-0.025558635, 1.1295454563274827, 1729888657044074886,
1.0901012883043557,-0.027589626, 1.1278687970974315, 1729888657133496244,
1.0537913665475651,-0.028663437, 1.0876842911708633, 1729888657243187991,
1.0175211342681971,-0.030032872, 1.0571385850865815, 1729888657344064695,
0.9843356157213781,-0.030854016, 1.0178402616864433, 1729888657443410632,
0.942447458,-0.032216837, 1.0065832482129309, 1729888657533665046,
0.9046910918583128,-0.0323694, 0.9635219570262965, 1729888657644156551,
0.8668498952039038,-0.032818127, 0.9311116435604903, 1729888657744083154,
0.8325430440401129,-0.032861273, 0.8887516054596527, 1729888657844085408,
0.7910956471527025,-0.033808749, 0.8740674398896459, 1729888657934863273,
0.7543566653924846,-0.033574462, 0.8307715796918202, 1729888658044123799,
0.7184730709979381,-0.03353183,0.797975215, 1729888658144079982,
0.6877397613954975,-0.032978137, 0.7585159555898672, 1729888658243718026,
0.6512492949182802,-0.033308632, 0.7395318185914732, 1729888658334923815,
0.619128152,-0.032331931, 0.6998404273140133, 1729888658443236342,
0.5888892289514027,-0.031580186, 0.6673635346689554, 1729888658544085637,
0.5620614724414281,-0.030478842, 0.6293161962665839, 1729888658644133351,
0.5310875446656945,-0.03014555, 0.6123744825159224, 1729888658734384370,
0.5038606684825857,-0.028723498, 0.5766936444947596, 1729888658844160556,
0.47849924442130565,-0.027585742, 0.5489737062408367, 1729888658943447866,
0.4564438274610548,-0.026202924, 0.5155699339724487, 1729888659044109043,
0.43071801715998465,-0.025702174, 0.5000893811038696, 1729888659136084134,
0.4083924598014619,-0.024285684, 0.4707165559713308, 1729888659244134143,
0.3868967922688051,-0.023223136, 0.4469382264270668, 1729888659344097195,
0.36906694749613095,-0.021982228, 0.4196653956111558, 1729888659444101966,
0.3483076590639019,-0.021375381,0.406904303, 1729888659533954941,
0.3300348939510232,-0.020105265, 0.3821898134637563, 1729888659643407188,
0.31277377496223313,-0.019108689, 0.3619772310177275, 1729888659744127642,
0.2979372620710598,-0.018056198, 0.33982768997551543, 1729888659844092041,
0.2826125769020928,-0.017383125, 0.32601188850915847, 1729888659933416430,
0.26654763428626427,-0.016417038, 0.3091243990309152, 1729888660043740539,
0.2528145067333784,-0.015557795, 0.2929868655661967, 1729888660144109028,
0.24103811330593541,-0.014585868, 0.27483240721919255, 1729888660244097718,
0.22744995605616736,-0.014161699, 0.2665654217778615, 1729888660333993511,
0.21581126417788693,-0.013249639, 0.2500431249896104, 1729888660443170310,
0.2048945047227863,-0.012514039, 0.23666130220799236, 1729888660544095539,
0.19525982627117233,-0.011751395, 0.2222131248166759, 1729888660643451232,
0.18521408262788752,-0.011272318, 0.2131014440075282, 1729888660733909750,
0.1750254933077631,-0.010758708, 0.20465141994260036, 1729888660833210284,
0.16607412629498666,-0.010047351, 0.19171374599666655, 1729888660944114750,
0.15827317530431023,-0.009454133, 0.17993882350533094, 1729888661044115970,
0.14940859812524887,-0.009162952, 0.17469208001696473, 1729888661134090344,
0.1418413898493178,-0.008560857, 0.1637170972232021, 1729888661244213205,
0.13455780490102562,-0.008125346, 0.15537185351298294, 1729888661344120242,
0.128455354,-0.007643915, 0.14599564953383903, 1729888661443293835,
0.12189540238331437,-0.007336442, 0.14008862737181194, 1729888661533321950,
0.11545318249696271,-0.00697609, 0.1338764167106113, 1729888661633231438,
0.10940482565164865,-0.006562067, 0.12561093446106747, 1729888661744121125,
0.10418082991753667,-0.00618933, 0.11820854522141565, 1729888661844124563,
